Cultivar,Neighbourhood,Location Description,Blooming
Ukon,Dunbar-Southlands,3407 W 34th Ave,04/01-04/19
Ukon,Dunbar-Southlands,3368 Deering Island Pl,04/01-04/19
Ukon,Fairview,Charleston Park,04/01-04/19
Ukon,Fairview,Spruce at 6th,04/01-04/19
Ukon,Fairview,1510 W 1st Ave,04/01-04/19
Ukon,Grandview-Woodland,"Wall, just east of Powell",04/01-04/19
Ukon,Kensington-Cedar Cottage,"29th, east of Knight St",04/01-04/19
Ukon,Kensington-Cedar Cottage,"KCC, Dumfries E35",04/01-04/19
Ukon,Kerrisdale,"Churchill, 47th to 49th",04/01-04/19
Ukon,Kerrisdale,Yew St west side just S of West 42 Ave.,04/01-04/19
Ukon,Kerrisdale,McCleery Golf Course,04/01-04/19
Ukon,Kerrisdale,6422 Vine St,04/01-04/19
Ukon,Kitsilano,Point Grey Road at Macdonald,04/01-04/19
Ukon,Kitsilano,1480 Arbutus St,04/01-04/19
Ukon,Kitsilano,1838 McNicoll ave,04/01-04/19
Ukon,Langley,se corner of 200Str and Fraser HWY,04/01-04/19
Ukon,Langley,24330 Fraser Hwy,04/01-04/19
Ukon,Langley,202A St @ 7800 Block Willoughby,04/01-04/19
Ukon,Langley,21150 85 Ave,04/01-04/19
Ukon,Marpole,57th west of Hudson,04/01-04/19
Ukon,Mount Pleasant,China Creek Park at Clark Dr,04/01-04/19
Ukon,New Westminster,6th Ave and McBride Blvd,04/01-04/19
Ukon,New Westminster,"Hastings, from Agnes to Wellington",04/01-04/19
Ukon,New Westminster,210 Keary St,04/01-04/19
Ukon,North Vancouver,100 block E 2nd,04/01-04/19
Ukon,North Vancouver,175 E 2nd at St Georges,04/01-04/19
Ukon,North Vancouver,E.29st at Lonsdale,04/01-04/19
Ukon,North Vancouver,West 16th and Fell,04/01-04/19
Ukon,North Vancouver,101 E 29th St,04/01-04/19
Ukon,Oakridge,Cambie at W45th,04/01-04/19
Ukon,Oakridge,Langara Golf Course,04/01-04/19
Ukon,Oakridge,6874 Laurel St,04/01-04/19
Ukon,Port Coquitlam,3348-3360 Coast Meridian Rd,04/01-04/19
Ukon,Port Moody,110-180 Cecile Pl,04/01-04/19
Ukon,Renfrew-Collingwood,"15th, Renfrew to Nootka",04/01-04/19
Ukon,Renfrew-Collingwood,3430-3498 E 29th Ave,04/01-04/19
Ukon,Renfrew-Collingwood,11 Penticton St,04/01-04/19
Ukon,Richmond,7711 Moffatt Road,04/01-04/19
Ukon,Richmond,7711 Moffatt Road,04/01-04/19
Ukon,Richmond,Westminster Hwy Richmond,04/01-04/19
Ukon,Riley Park,"QE, E33",04/01-04/19
Ukon,Riley Park,29th,04/01-04/19
Ukon,Shaughnessy,VanDusen,04/01-04/19
Ukon,Shaughnessy,VanDusen Aut. Stroll,04/01-04/19
Ukon,South Cambie,Baillie from 41st to 37th,04/01-04/19
Ukon,Surrey and North Delta,80Ave & 120Str.,04/01-04/19
Ukon,Surrey and North Delta,12051-12155 75a Ave,04/01-04/19
Ukon,Surrey and North Delta,34 58 Ave,04/01-04/19
Ukon,Surrey and North Delta,13820 88 Ave,04/01-04/19
Ukon,Surrey and North Delta,102B Ave & 156A St,04/01-04/19
Ukon,UBC,Marine Dr.,04/01-04/19
Ukon,UBC,Ting Lookout 6804,04/01-04/19
Ukon,Victoria-Fraserview,5950 and 5966 St Margarets,04/01-04/19
Ukon,Victoria-Fraserview,47th west of Nanaimo,04/01-04/19
Ukon,West End / Stanley Park,"Barclay, Bute to Jervis",04/01-04/19
Ukon,West End / Stanley Park,Lane south of Alberni east of Gilford,04/01-04/19
Ukon,West Point Grey,"7th, Trimble to Sasamat",04/01-04/19
Ukon,White Rock / South Surrey,Nichol Rd near Malabar Ave,04/01-04/19
Ukon,White Rock / South Surrey,136A St from 18 Ave to 19A Ave,04/01-04/19
Ukon,White Rock / South Surrey,Seacrest Dr turning Crescent Dr,04/01-04/19
Ukon,White Rock / South Surrey,on 16aAve west from 142Str.,04/01-04/19
Ukon,White Rock / South Surrey,22B Ave and 129B St,04/01-04/19
Ukon,White Rock / South Surrey,129b Str. south from 24 Ave,04/01-04/19
Ukon,White Rock / South Surrey,13739 23A Ave,04/01-04/19
Ukon,White Rock / South Surrey,13689 17 Ave,04/01-04/19
Ukon,White Rock / South Surrey,13345 18a Ave,04/01-04/19
Ukon,White Rock / South Surrey,1920 128 St,04/01-04/19
Ukon,White Rock / South Surrey,3249-3545 142a St,04/01-04/19
Umineko,Arbutus Ridge,KIng Edward and Macdonald,03/24-04/07
Umineko,Burnaby,Willingdon and Imperial Central Park,03/24-04/07
Umineko,Burnaby,8563 Wilderness Ct,03/24-04/07
Umineko,Burnaby,2031 Sperling Ave,03/24-04/07
Umineko,Kensington-Cedar Cottage,10th e of Lakewood,03/24-04/07
Umineko,Marpole,"Oak, 70-71st",03/24-04/07
Umineko,North Vancouver,3rd St at St. Andrews,03/24-04/07
Umineko,Richmond,10391 Sandiford Dr,03/24-04/07
Umineko,Riley Park,Sophia at 20th,03/24-04/07
Umineko,Riley Park,Queen Elizabeth Park,03/24-04/07
Umineko,Riley Park,"St George St, 30th to 31st",03/24-04/07
Umineko,Riley Park,"Riley Park Comm Ctr, 30th at Ontario side 2 trees",03/24-04/07
Umineko,Riley Park,QE Duck Pond,03/24-04/07
Umineko,Riley Park,3404 Sophia St,03/24-04/07
Umineko,Shaughnessy,VanDusen,03/24-04/07
Umineko,Sunset,"E. 57th, Main to Ontario",03/24-04/07
Umineko,Surrey and North Delta,5798 175 St,03/24-04/07
Umineko,UBC,Old Marine Dr Vancouver,03/24-04/07
Umineko,West End / Stanley Park,"Pendrell, betw Nicola and Cardero 2 trees",03/24-04/07
Umineko,West End / Stanley Park,"Robson, betw Gilford and Chilco, 2 trees",03/24-04/07
Umineko,West End / Stanley Park,Rhody Garden Path next to Golf Course,03/24-04/07
Umineko,West End / Stanley Park,Lost Lagoon Path Vancouver,03/24-04/07
Umineko,West End / Stanley Park,8659 Stanley Park Dr,03/24-04/07
Umineko,White Rock / South Surrey,Southmere Cr. east of Martin Dr,03/24-04/07
Umineko,White Rock / South Surrey,2074 Bowler Dr,03/24-04/07
Unknown,Riley Park,"QE top of reservoir, west side, path leading to the lookout",
Unknown,Riley Park,4469 Dinmont Ave,
Unknown,Surrey and North Delta,9786 155 St,
Unknown,Unknown,4250 Shaughnessy St,
Washi-no-o,Kerrisdale,50th between MacDonald and Marine Cr,04/01-04/14
Washi-no-o,Kerrisdale,"Kerrisdale, 45th and 47th and Balsam",04/01-04/14
Washi-no-o,Killarney,"51st, east of Kerr",04/01-04/14
Washi-no-o,New Westminster,Queen's Park off Vancouver St,04/01-04/14
Washi-no-o,New Westminster,410 Seventh Ave,04/01-04/14
Washi-no-o,New Westminster,800 Ontario St,04/01-04/14
Washi-no-o,New Westminster,103 3rd Ave,04/01-04/14
Washi-no-o,Renfrew-Collingwood,26th and Nootka,04/01-04/14
Washi-no-o,Renfrew-Collingwood,Nootka and E25th,04/01-04/14
Washi-no-o,UBC,Nitobe Memorial Garden,04/01-04/14
Whitcomb,Arbutus Ridge,40th and Yew,02/23-03/10
Whitcomb,Burnaby,"16th St, Edmonds to 16th Ave",02/23-03/10
Whitcomb,Burnaby,Sussex from Imperial to Carson,02/23-03/10
Whitcomb,Burnaby,"Aubrey, Ayshire and Arvin Ct",02/23-03/10
Whitcomb,Burnaby,Kingsborough and McKay,02/23-03/10
Whitcomb,Burnaby,Nelson south of Imperial,02/23-03/10
Whitcomb,Burnaby,Burnaby Art Gallery at Deer Lake,02/23-03/10
Whitcomb,Burnaby,Royal Oak at Victory,02/23-03/10
Whitcomb,Burnaby,Victory at Royal Oak,02/23-03/10
Whitcomb,Burnaby,1910 Holdom Ave,02/23-03/10
Whitcomb,Burnaby,1795 Sherlock Ave,02/23-03/10
Whitcomb,Burnaby,6547 Union St,02/23-03/10
Whitcomb,Burnaby,628-722 Duncan Ave,02/23-03/10
Whitcomb,Burnaby,7007 Broadway,02/23-03/10
Whitcomb,Burnaby,5095 Newton St,02/23-03/10
Whitcomb,Coquitlam,North Rd and Cameron,02/23-03/10
Whitcomb,Delta,8331-8379 112 St,02/23-03/10
Whitcomb,Delta,7183 Nicholson Rd,02/23-03/10
Whitcomb,Downtown,North end of Denman 1 tree,02/15-03/10
Whitcomb,Dunbar-Southlands,"39th , Highbury to Olympic",02/23-03/10
Whitcomb,Dunbar-Southlands,Blenheim at Puget Drive,02/23-03/10
Whitcomb,Fairview,Lameys Mill Road and The Castings,02/15-03/10
Whitcomb,Fairview,16th at Ash,02/15-03/10
Whitcomb,Fairview,Forge Walk between Seawall and Sitka Sq,02/15-03/10
Whitcomb,Fairview,12th and Willow,02/15-03/10
Whitcomb,Grandview-Woodland,Mc Spadden Park at 5th and Victoria Dr,02/23-03/10
Whitcomb,Grandview-Woodland,1328 Grant St,02/23-03/10
Whitcomb,Hastings-Sunrise,"Nanaimo s of Cambridge, east side",02/23-03/10
Whitcomb,Hastings-Sunrise,Skeena and Cambridge,02/23-03/10
Whitcomb,Kensington-Cedar Cottage,"Dumfries, betw 21st and 22nd 3 trees",02/23-03/10
Whitcomb,Kensington-Cedar Cottage,Fleming and 32nd,02/23-03/10
Whitcomb,Kensington-Cedar Cottage,Knight betw 17th and 18th,02/23-03/10
Whitcomb,Kensington-Cedar Cottage,3465 Glen Dr,02/23-03/10
Whitcomb,Killarney,Champlain Heights CC 2 trees,02/23-03/10
Whitcomb,Killarney,E 49th and Killarney,02/23-03/10
Whitcomb,Kitsilano,"6th west of Maple, in the park",02/15-03/10
Whitcomb,Kitsilano,Whyte east of Maple,02/15-03/10
Whitcomb,Kitsilano,1st and Balsam,02/15-03/10
Whitcomb,Kitsilano,2nd and Waterloo,02/15-03/10
Whitcomb,Ladner,4753 River Rd W,02/23-03/10
Whitcomb,Ladner,55b Ave near Ladner Rd.,02/23-03/10
Whitcomb,Langley,6285 205 St,02/23-03/10
Whitcomb,Marpole,59th west of Fremlin,02/23-03/10
Whitcomb,Marpole,Rockpoole Dr off 59th,02/23-03/10
Whitcomb,Marpole,1564 SW Marine Dr,02/23-03/10
Whitcomb,Mount Pleasant,15th and Sophia,02/23-03/10
Whitcomb,New Westminster,22nd St Skytrain Station,02/23-03/10
Whitcomb,New Westminster,610 Sixth St,02/23-03/10
Whitcomb,New Westminster,6th Avenue west of 16th Street,02/23-03/10
Whitcomb,North Vancouver,W 4th St at Mahon,02/23-03/10
Whitcomb,North Vancouver,E. 10th at St. Georges,02/23-03/10
Whitcomb,Oakridge,"Tisdall park, Ash Street and 49th Ave",02/23-03/10
Whitcomb,Oakridge,45th at lane west of Oak,02/23-03/10
Whitcomb,Oakridge,46th and Montgomery,02/23-03/10
Whitcomb,Oakridge,Willow south of 42nd,02/23-03/10
Whitcomb,Renfrew-Collingwood,Clive Ave from Spencer to McHardy,02/23-03/10
Whitcomb,Renfrew-Collingwood,Ascot and McGeer,02/23-03/10
Whitcomb,Renfrew-Collingwood,Manor at Wellington,02/23-03/10
Whitcomb,Renfrew-Collingwood,Spencer and Euclid,02/23-03/10
Whitcomb,Richmond,Hazelbridge and Alexandra,02/15-03/10
Whitcomb,Richmond,"Alderwood Place, 8705 General Currie Road",02/15-03/10
Whitcomb,Richmond,Chatham at 2nd,02/15-03/10
Whitcomb,Richmond,"Moffatt Rd, inside Venturi Park",02/15-03/10
Whitcomb,Richmond,7311 Moffatt Road,02/15-03/10
Whitcomb,Richmond,"Emergency Gate, Richmond Hospital",02/15-03/10
Whitcomb,Richmond,8680 Lansdowne Rd,02/15-03/10
Whitcomb,Richmond,Unit 27 11100,02/15-03/10
Whitcomb,Richmond,3933 Garry St,02/15-03/10
Whitcomb,Riley Park,Yukon at 27th,02/23-03/10
Whitcomb,Riley Park,18th between Prince Edward and Sophia,02/23-03/10
Whitcomb,Shaughnessy,"Marguerite, King Edward to 28th",02/23-03/10
Whitcomb,Strathcona,Terminal east of Station,02/15-03/10
Whitcomb,Strathcona,Alexander at Princess,02/15-03/10
Whitcomb,Strathcona,Prior between Heatley and Hawks,02/15-03/10
Whitcomb,Strathcona,Gore and Cordova,02/15-03/10
Whitcomb,Sunset,"E 59th, Main to Prince Edward",02/15-03/10
Whitcomb,Sunset,Prince Edward and E. 51 Ave,02/15-03/10
Whitcomb,Sunshine Coast/Gulf Islands,749 Winn Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,125 Wharf Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,723 School Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,722 Franklin Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,749 Franklin Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,1640 Gower Point Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,1640 Gower Point Rd,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,219 7 St,02/23-03/17
Whitcomb,Sunshine Coast/Gulf Islands,1571 Grandview Rd,02/23-03/17
Whitcomb,Surrey and North Delta,King George skytrain Station in Surrey,02/23-03/10
Whitcomb,Surrey and North Delta,On the Northern side of parking at King George and 104,02/23-03/10
Whitcomb,Surrey and North Delta,108 Ave from King George Blvd. to Whalley Blvd,02/23-03/10
Whitcomb,Surrey and North Delta,150str near 102Ave,02/23-03/10
Whitcomb,Surrey and North Delta,12057 80 Ave,02/23-03/10
Whitcomb,Surrey and North Delta,15350 105 Ave,02/23-03/10
Whitcomb,Surrey and North Delta,16949 16 Ave,02/23-03/10
Whitcomb,UBC,Agricultural Road west of Main Mall,02/23-03/10
Whitcomb,UBC,Cherry grove next to parking lot,02/23-03/10
Whitcomb,West End / Stanley Park,Nicola at Beach,02/15-03/10
Whitcomb,West End / Stanley Park,Nelson at Bute,02/15-03/10
Whitcomb,West End / Stanley Park,Lagoon Dr opposite NE corner of golf course,02/15-03/10
Whitcomb,West End / Stanley Park,Stanley Park at Comox,02/15-03/10
Whitcomb,West End / Stanley Park,Nicola mini park at Pendrell,02/15-03/10
Whitcomb,West End / Stanley Park,Pendrell and Gilford,02/15-03/10
Whitcomb,West End / Stanley Park,Lost Lagoon Path Vancouver,02/15-03/10
Whitcomb,West Vancouver,19th near the Seawall,02/23-03/10
Whitcomb,White Rock / South Surrey,Victoria Ave and Beachview,02/23-03/10
Whitcomb,White Rock / South Surrey,Merklin between Russell and Thrift,02/23-03/10
Whitcomb,White Rock / South Surrey,29A Ave east Northcrest Dr,02/23-03/10
Whitcomb,White Rock / South Surrey,"Northcrest Dr, 142Str",02/23-03/10
Whitcomb,White Rock / South Surrey,141Str 30aAve,02/23-03/10
Whitcomb,White Rock / South Surrey,162a Str between 13 and 14,02/23-03/10
Whitcomb,White Rock / South Surrey,15A Ave from 130 St,02/23-03/10
Whitcomb,White Rock / South Surrey,"132aStr,20aAve",02/23-03/10
Whitcomb,White Rock / South Surrey,Backstreet west from Martin and South from Thrift Ave.,02/23-03/10
Whitcomb,White Rock / South Surrey,128Str,02/23-03/10
Whitcomb,White Rock / South Surrey,37A ave east from 155 Str,02/23-03/10
Whitcomb,White Rock / South Surrey,King George Dr. east from Hwy99,02/23-03/10
Whitcomb,White Rock / South Surrey,15555 North Bluff Rd,02/23-03/10
Whitcomb,White Rock / South Surrey,Goggs Ave near Best,02/23-03/10
Whitcomb,White Rock / South Surrey,3448 144 St,02/23-03/10
Whitcomb,White Rock / South Surrey,129Str & 14aAve,02/23-03/10
Whitcomb,White Rock / South Surrey,1102-1112 164a St,02/23-03/10
Whitcomb,White Rock / South Surrey,14878 25 Ave,02/23-03/10
Yae-beni-shidare,Arbutus Ridge,2539 W 33rd Ave,03/24-04/07
Yae-beni-shidare,Arbutus Ridge,4033 Puget Dr,03/24-04/07
Yae-beni-shidare,Burnaby,Phillips south of Broadway,03/24-04/07
Yae-beni-shidare,Burnaby,4787 brentlawn drive,03/24-04/07
Yae-beni-shidare,Burnaby,Portland Street,03/24-04/07
Yae-beni-shidare,Burnaby,7193 Ridgeview Dr,03/24-04/07
Yae-beni-shidare,Burnaby,996 Duthie Ave,03/24-04/07
Yae-beni-shidare,Burnaby,1675 Duthie Ave,03/24-04/07
Yae-beni-shidare,Burnaby,1591 Duthie Ave,03/24-04/07
Yae-beni-shidare,Burnaby,7511-7551 Britton St,03/24-04/07
Yae-beni-shidare,Burnaby,6876 Joffre Ave,03/24-04/07
Yae-beni-shidare,Burnaby,6237 Sperling Ave,03/24-04/07
Yae-beni-shidare,Burnaby,6249-6259 Buckingham Dr,03/24-04/07
Yae-beni-shidare,Burnaby,7983 Meadowood Dr,03/24-04/07
Yae-beni-shidare,Burnaby,986 Duthie Ave Burnaby,03/24-04/07
Yae-beni-shidare,Burnaby,1250 Dunlop Ave,03/24-04/07
Yae-beni-shidare,Coquitlam,Sorrento Dr,03/28-04/12
Yae-beni-shidare,Coquitlam,2635 Runnel Dr,03/28-04/12
Yae-beni-shidare,Coquitlam,2902 Meadowvista Pl,03/28-04/12
Yae-beni-shidare,Coquitlam,1329 Honeysuckle Ln at Fuchsia Place,03/28-04/12
Yae-beni-shidare,Dunbar-Southlands,"Wallace, between 39th and 41st 1 lge private tree",03/24-04/07
Yae-beni-shidare,Dunbar-Southlands,36th and Highbury,03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,26th west of Windsor,03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,"35th, Culloden to Knight",03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,33rd and Somerville,03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,26th west of Windsor,03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,"32nd, west of Prince Albert",03/24-04/07
Yae-beni-shidare,Kensington-Cedar Cottage,"E 22, Welwyn",03/24-04/07
Yae-beni-shidare,Kerrisdale,45th west of Mackenzie,03/24-04/07
Yae-beni-shidare,Kerrisdale,50th and Marine Cr,03/24-04/07
Yae-beni-shidare,Kerrisdale,Lane east of MacKenzie Pl,03/24-04/07
Yae-beni-shidare,Killarney,Coleridge and Raleigh,03/24-04/07
Yae-beni-shidare,Kitsilano,2129 Vine St,03/17-03/31
Yae-beni-shidare,Kitsilano,1865 W 13th Ave,03/17-03/31
Yae-beni-shidare,Langley,3909-3983 200a St,03/28-04/12
Yae-beni-shidare,Langley,29743 51b Ave,03/28-04/12
Yae-beni-shidare,Langley,5078 207b St,03/28-04/12
Yae-beni-shidare,Langley,20788 Douglas Crescent,03/28-04/12
Yae-beni-shidare,Langley,5409A 206 St,03/28-04/12
Yae-beni-shidare,Langley,8883 204a St,03/28-04/12
Yae-beni-shidare,Langley,5291 198 St,03/28-04/12
Yae-beni-shidare,Maple Ridge,12145 Laity St,03/28-04/12
Yae-beni-shidare,Marpole,"744 W 66, Ash",03/24-04/07
Yae-beni-shidare,Marpole,762 W 63rd Ave,03/24-04/07
Yae-beni-shidare,Mount Pleasant,Yukon at 11th,03/24-04/07
Yae-beni-shidare,New Westminster,807 Fourth St,03/24-04/07
Yae-beni-shidare,New Westminster,900 Quayside Dr,03/24-04/07
Yae-beni-shidare,North Vancouver,E. Keith Rd at Ridgeway,03/28-04/12
Yae-beni-shidare,North Vancouver,E. Keith Rd at St Andrews,03/28-04/12
Yae-beni-shidare,North Vancouver,W Grand Blvd / E 11th,03/28-04/12
Yae-beni-shidare,North Vancouver,St. Patrick Ave. (between E. 2nd and E. 3rd St),03/28-04/12
Yae-beni-shidare,North Vancouver,Capilano Susp. Bridge,03/28-04/12
Yae-beni-shidare,Oakridge,5860 Tisdall St,03/24-04/07
Yae-beni-shidare,Port Moody,4001-4099 Young Rd,03/28-04/12
Yae-beni-shidare,Richmond,Minoru Park,03/17-03/31
Yae-beni-shidare,Richmond,"Chapel, Minoru Park",03/17-03/31
Yae-beni-shidare,Richmond,8300-8340 Williams Rd,03/17-03/31
Yae-beni-shidare,Richmond,4711 Tilton Rd,03/17-03/31
Yae-beni-shidare,Richmond,5791 Riverdale Dr,03/17-03/31
Yae-beni-shidare,Richmond,10466 Kozier Dr,03/17-03/31
Yae-beni-shidare,Richmond,11471 Leeward Gate,03/17-03/31
Yae-beni-shidare,Riley Park,QE Duck Pond,03/28-04/12
Yae-beni-shidare,Riley Park,33ave east from Cambie,03/28-04/12
Yae-beni-shidare,Riley Park,4907 Prince Edward St,03/28-04/12
Yae-beni-shidare,Shaughnessy,VanDusen GrtL,03/28-04/12
Yae-beni-shidare,South Cambie,844 W24,03/24-04/07
Yae-beni-shidare,South Cambie,702 W 18th Ave,03/24-04/07
Yae-beni-shidare,Strathcona,564 Keefer St,03/17-03/31
Yae-beni-shidare,Sunshine Coast/Gulf Islands,730 School Rd,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,6123 Fairway Ave,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,6480 Gale Ave N,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,186 Grandview Heights Rd,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,2745 Dawson Rd,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,6123 Fairway Ave,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,1228 Gower Point Rd,03/28-04/12
Yae-beni-shidare,Sunshine Coast/Gulf Islands,1564 Thompson Rd,03/28-04/12
Yae-beni-shidare,Surrey and North Delta,150 St and 104Ave,03/28-04/12
Yae-beni-shidare,Surrey and North Delta,12373 64a Ave,03/28-04/12
Yae-beni-shidare,Surrey and North Delta,7065 122a St,03/28-04/12
Yae-beni-shidare,Surrey and North Delta,King George Blvd Surrey,03/28-04/12
Yae-beni-shidare,Surrey and North Delta,6588 130 St,03/28-04/12
Yae-beni-shidare,UBC,6488 Gale Ave N,03/24-04/07
Yae-beni-shidare,"Victoria, BC",101 White Eagle Terrace,03/24-04/07
Yae-beni-shidare,"Victoria, BC",437 Davis Rd,03/24-04/07
Yae-beni-shidare,"Victoria, BC",10585 Chemainus Rd,03/24-04/07
Yae-beni-shidare,West End / Stanley Park,Thurlow at Barclay,03/17-03/31
Yae-beni-shidare,West End / Stanley Park,"Burnaby St, east of Bute",03/17-03/31
Yae-beni-shidare,West End / Stanley Park,Bute at Barclay,03/17-03/31
Yae-beni-shidare,West End / Stanley Park,1355 Pendrell St,03/17-03/31
Yae-beni-shidare,West End / Stanley Park,1265 Cardero St,03/17-03/31
Yae-beni-shidare,West Point Grey,4722 Drummond Dr,03/24-04/07
Yae-beni-shidare,West Vancouver,1308-1320 Taylor Way,03/24-04/07
Yae-beni-shidare,White Rock / South Surrey,Gordon,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,150 St and 24A Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,19Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,20 Ave from 150 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,32Ave between 142Str and 140Str,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,13655 20 Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2489 139 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,15339 153 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2992 Semiahmoo Trail,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,12983 18 Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,16109-16157 27b Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,16275 28 Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,1856 127a St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,12908 14a Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,1411-1431 132b St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,1349 Kerfoot Rd,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,13835 Marine Dr,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,14aAve near 133bStr,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2995 Northcrest Dr,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2691-2709 141 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,12764 24a Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,14169 18 Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,16457 10a Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,861 166 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,22aAve and 129bStr,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2342 130 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,2104 131b St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,13041-13179 22a Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,1088 Foster St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,1920-1998 128 St,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,16156 12 Ave,03/28-04/12
Yae-beni-shidare,White Rock / South Surrey,15689 Roper Ave,03/28-04/12
